Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
Software Development Engineer II Java,Not Disclosed by Recruiter,6-10,java angularjs jquery xml javascript json software_development_engineer,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Software Developer
Tech Lead Java j ee,Not Disclosed by Recruiter,5-10,java j2ee spring design_patterns soa webservices performance_tuning oracle_pl sql xhtml html5 css2 css3 xml xsd,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
MS Office Expert,Not Disclosed by Recruiter,3-5,browsing internet_explorer web_site ideas ms_word seo,Other,AHMEDABAD,IT_Software,IT-Software Software_Services,IT/Technical Content Developer
Senior Business Ananlyst Editor,Not Disclosed by Recruiter,3-8,business_reporting business_english web_technologies proof_reading web_content gas international_business copy_editing professional_services interpersonal_skills,Other,GURGAON,Analytics_&_Business_Intelligence,KPO Research Analytics,Other
Estimation Engineer Mechanical,Not Disclosed by Recruiter,5-8,hvac civil boq_preparation astm instrumentation ansi mechanical_engineering business_executive electricals,Site_Engineering,CHENNAI,Site_Engineering Project_Management,Oil_and_Gas Energy Power Infrastructure,Construction-Construction Management
Business Analyst Bandra Digital Media Marketing Firm,Not Disclosed by Recruiter,6-7,open_source website digital_media charts drafting gap_analysis documentation english sdlc process_flow,Advertising,MUMBAI,Marketing Advertising MR PR Media_Planning,Recruitment Staffing,Client Servicing Executive
IT Faculty Dot Net,Not Disclosed by Recruiter,2-6,training support e technical content .net learning teaching,Teachers,BENGALURU,Teaching Education Training Counselling,Education Teaching Training,Teacher/ Private Tutor
Senior Manager SAS Analytics Credit Card banking Domain,Not Disclosed by Recruiter,2-7,sas analytics statistics predictive_modeling statistical_modeling,Analytics_&_BI,GURGAON,Analytics_&_Business_Intelligence,Banking Financial_Services Broking,Analytics Manager
RAMS Expert with well Known Railway Company,Not Disclosed by Recruiter,15-24,reliability_engineering safety_management signalling ram,N.A.,FARIDABAD,Other,Courier Transportation Freight Warehousing,Other
Process Specialist DATA,Not Disclosed by Recruiter,4-7,reconciliation process_improvement billing team_management financial_reporting fund_accounting balance_sheet asset_management bloomberg operations,Voice,HYDERABAD,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Customer Support Officer,Not Disclosed by Recruiter,1-2,customer_service customer_support customer_satisfaction interpersonal_skills management relationship,Voice,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Storage Backup Architect,Not Disclosed by Recruiter,8-12,san nas netapp_storage,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Solution Architect / Enterprise Architect
SAP HANA Data Integration bods Consultant,Not Disclosed by Recruiter,5-8,sap_ecc sap_hana sap_bw sap_implementation data_integration,Other,PUNE,IT_Software,IT-Software Software_Services,Outside Consultant
Enterprise Sales Officer,Not Disclosed by Recruiter,2-5,networking ms_office mobile_applications enterprise_sales relationship,Sales,AHMEDABAD,Sales Retail Business_Development,Telcom ISP,Sales Executive/Officer
Sr Linux Administrator,Not Disclosed by Recruiter,3-7,php linux mysql apache automation troubleshooting monitoring redhat it_operations version_control,N.A.,GURGAON,IT_Software,Strategy Management_Consulting_Firms,System Administrator
Senior Analyst Fraud Risk UAT,Not Disclosed by Recruiter,0-5,technology finance operations human_resources,N.A.,MUMBAI,Accounts Finance Tax Company_Secretary Audit,Banking Financial_Services Broking,Finance Executive
Environmental Engineering Professor,Not Disclosed by Recruiter,10-14,counselor mentor trainer advisor teaching,University_Level,NOIDA GREATER,Teaching Education Training Counselling,Education Teaching Training,Lecturer/Professor
Oracle Functional Technical Analyst,Not Disclosed by Recruiter,4-8,plsql html technical_support order_management change_management oracle_apps process_analysis user_interface_designing business_analysis jdbc,Programming_&_Design,CHANDIGARH,IT_Software,Electricals Switchgears,Software Developer
Docker Software,Not Disclosed by Recruiter,2-5,business_process information_system linux networking agile scrum j2ee outsourcing operations,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Software Developer
Wealth Relationship Manager,"4,00,000-7,50,000",3-8,retail_assets business_banking wealth_management forex_trading hni_sales nri cross_selling quality_improvement relationship_management client_engagement hni_acquisition revenue_generation,Sales,MUMBAI NAVI SUBURBS,Sales Retail Business_Development,Banking Financial_Services Broking,Sales/Business Development Manager
Segments Planning Delivery Lead,Not Disclosed by Recruiter,6-8,marketing_strategy service_delivery_management strategic_planning data_management category_manager organised_retail brand_manager product_marketing marketing_operations consumer_insights,Marketing,MUMBAI,Marketing Advertising MR PR Media_Planning,Telcom ISP,Product/Brand Manager
Principal Public Health Business Product Delivery,Not Disclosed by Recruiter,10-15,administration data_analysis customer_relationship technical customer access_controls project_planning,Voice,GURGAON,ITES BPO KPO LPO Customer_Service Operations,Medical Healthcare Hospitals,Associate/Senior Associate -(NonTechnical)
Profit Center Heads,Not Disclosed by Recruiter,10-13,entry_level publishing trainee education technology database journalism research,Advertising,MUMBAI,Marketing Advertising MR PR Media_Planning,Media Entertainment Internet,Client Servicing/Key Account Manager
Sr D Animator,Not Disclosed by Recruiter,3-5,animation post_production autodesk_3ds_max autodesk_maya manager_quality_control 3d_animator vfx,Architectural_Services,BENGALURU,Architecture Interior_Design,BPO Call_Centre ITeS,Architect
Product Based MS Dynamics NAV Technical Consultant Hyderabad,"7,00,000-13,00,000",4-8,microsoft_dynamics_nav microsoft_dynamics_navision ms_dynamics_navision ms_dynamics_nav,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,ERP Consultant
Sr Software Engineer,Not Disclosed by Recruiter,4-7,ims sip protocol_development manager_technology programming,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
Senior Sales Executive,Not Disclosed by Recruiter,1-2,crm e-commerce database senior_sales_executive retail sales ups relationship corporate,Sales,KOLKATA,Sales Retail Business_Development,Recruitment Staffing,Client Servicing/Key Account Manager
Web Designer,Not Disclosed by Recruiter,3-8,illustrator php jquery css3 ux social_media coding software_services system_programming layout_design,Programming_&_Design,GURGAON,IT_Software,Recruitment Staffing,Graphic/Web Designer
Key Account Manager IT Managed Services,Not Disclosed by Recruiter,7-12,solution_selling,Senior_Management,MUMBAI PUNE NCR DELHI,Sales Retail Business_Development,IT-Hardware_&_Networking,Head/VP/GM/National Manager -Sales
Opening For International Recruiter Nelito Systems,"50,000-3,00,000",2-5,shortlisting screening us_it_recruitment international_recruitment recruitment us_it_staffing sourcing staffing,HR Recruitment IR,NAVI MUMBAI,HR Recruitment Administration IR,Recruitment Staffing,Recruitment Manager
Accounts officer,Not Disclosed by Recruiter,2-5,reporting_analyst accounts_officer tax accounts accounting cost_analysis transactions taxation reconciliation business_analysis,Accounts,PUNE,Accounts Finance Tax Company_Secretary Audit,Water_Treatment Waste_Management,Accounts Executive/Accountant
International Voice Process Freshers in a Top MNC in Bangalore,"50,000-2,00,000",0-1,international_voice_process international_bpo customer_support customer_care customer_service fresher bpo call_center voice_process,Voice,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
Wanted Freshers,Not Disclosed by Recruiter,0-5,fresher,Other,CHENNAI,ITES BPO KPO LPO Customer_Service Operations,Fresher Trainee Entry_Level,Fresher
Accountants,Not Disclosed by Recruiter,2-5,tally billing,Accounts,PUNE,Accounts Finance Tax Company_Secretary Audit,Internet Ecommerce,Accounts Executive/Accountant
Tender Executive Noida ,"2,00,000-2,50,000",1-2,electronic_components tendering semiconductor e_-_tendering contracts e_-_commerce,N.A.,NOIDA,Other,Semiconductors Electronics,Other
Find Your Success in International BPO Hiring now for US Inb,Not Disclosed by Recruiter,1-2,outbound night_shift recruitment iphone email us_shift troubleshooting technical_support comp international_bpo,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(Technical)
Sr Manager Manager Sales Mumbai,Not Disclosed by Recruiter,10-16,hvac refrigeration chillers sales marketing business_development lead_generation,Sales,MUMBAI,Sales Retail Business_Development,Heat_Ventilation Air_Conditioning,Sales/Business Development Manager
Junior PHP Python Developer amp Automation Expert,"4,00,000-6,00,000",3-5,php mysql_db git python linux rest product_management windows automation,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
Internal Audit Data Science Specialist,Not Disclosed by Recruiter,2-4,computer_science process_automation manager_internal_audit sap analytical qlikview business_intelligence operations sql python,N.A.,BENGALURU,Accounts Finance Tax Company_Secretary Audit,IT-Software Software_Services,Audit Manager
Analyst Associate VP Quant Research,Not Disclosed by Recruiter,7-10,management_services c++ computer_science financial_products asset_management quantitative_research risk_control strong_communication_skills python model_development,Senior_Management,MUMBAI,Analytics_&_Business_Intelligence,Banking Financial_Services Broking,Head/VP/GM - Analytics & BI
Lawyer TMT Sector Law Firm,Not Disclosed by Recruiter,2-6,drafting internet_media social_media lawyer_activities regulatory_issues payment_systems hp_data_protector acquisition due_diligence valuation transaction,N.A.,BENGALURU,Legal Regulatory Intellectual_Property,Legal,Private Attorney/Lawyer
Deputy Manager Key Accounts Sales,Not Disclosed by Recruiter,3-7,sales management budgeting,Sales,HYDERABAD,Sales Retail Business_Development,Recruitment Staffing,Sales/Business Development Manager
UI UX Developer,Not Disclosed by Recruiter,3-7,c++ c ux design mysql javascript html,Programming_&_Design,CHANDIGARH,IT_Software,IT-Software Software_Services,Software Developer
Robot Programmer,Not Disclosed by Recruiter,2-3,timers robot min programming application plc measurement teaching,Programming_&_Design,PUNE,IT_Software,Oil_and_Gas Energy Power Infrastructure,Software Developer
HR Executive male ,"1,25,000-1,75,000",2-5,training screening administration payroll employee_relations admin hr benefits interviewing recruitment,HR Recruitment IR,KOLKATA,HR Recruitment Administration IR,Other,HR Executive
MS SQL DBA,Not Disclosed by Recruiter,8-13,windows automation database_administration troubleshooting active_directory performance_tuning payroll monitoring bpo costing,N.A.,BENGALURU,IT_Software,Recruitment Staffing,DBA
Security EngineerApply Now,Not Disclosed by Recruiter,3-6,computer_science automation linux snmp tools application_security windows android ospf penetration_testing,HR Recruitment IR,MUMBAI,HR Recruitment Administration IR,IT-Software Software_Services,Training Manager
Web designer,Not Disclosed by Recruiter,2-7,technical_product_configuration design integration_php mysql html c c++ javascript,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Graphic/Web Designer
Java Developer,Not Disclosed by Recruiter,2-7,development software_development server troubleshooting debugging multimedia documentation user_interface interfaces tools,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
Vmware Wintel Shift PM,"8,00,000-11,00,000",5-8,powershell wintel active_directory nutanix troubleshooting esx netapp windows vsphere,N.A.,PUNE,IT_Software,IT-Software Software_Services,System Administrator
Credit Risk,Not Disclosed by Recruiter,2-5,customer_profiling market_research sales_executive marketing_executive credit distributors sales_strategy risk business_development,Retail Personal_Banking,CHENNAI,Financial_Services Banking Investments Insurance,Recruitment Staffing,Credit Officer
Hybris Developer Java,Not Disclosed by Recruiter,4-9,java hybris software_development,Programming_&_Design,CHENNAI PUNE BENGALURU HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
Website Designer,Not Disclosed by Recruiter,2-5,html photoshop,Creative,AHMEDABAD,Design Creative User_Experience,IT-Software Software_Services,Web Designer
Senior Software Engineer,Not Disclosed by Recruiter,4-6,ms_sql_server etl oltp unix erwin data_modeling data_warehousing informatica plsql master_data_management,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Pricing Manager,Not Disclosed by Recruiter,10-14,telecom networking ethernet network_security financial_management advanced_excel tdm cost mpls,Sales,MUMBAI,Sales Retail Business_Development,BPO Call_Centre ITeS,Sales/Business Development Manager
Technology Specialist,Not Disclosed by Recruiter,1-2,mentoring machine_learning cloud_computing java asp.net javascript,Teachers,MUMBAI,Teaching Education Training Counselling,Education Teaching Training,Trainer
Technical Specialist CCIE Certified Bangalore,"8,00,000-10,00,000",5-8,ccsa troubleshooting_skills networking checkpoint_firewall wan routing ccie_security cissp switching it_security,IT_Hardware,BENGALURU,IT_Hardware Technical_Support Telecom_Engineering,IT-Hardware_&_Networking,Network Administrator
Opening For IOT Testing robot Framework mqtt Protocol ,Not Disclosed by Recruiter,2-7,mqtt mqtt_tcp_/_ip mqtt_protocol robot_framework iot_testing cloud_computing iot,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Testing Engineer
Senior Technical Support Officer voice Telephonic Interviews,"3,00,000-4,50,000",1-3,technical_support_engineer technical_support_executive technical_support_officer active_directory international_bpo voice_process technical_support tech_support tsr senior_associate,Voice,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(Technical)
Area Sales Manager Solar PV,Not Disclosed by Recruiter,2-5,sales lead_generation area_sales,Sales,BENGALURU,Sales Retail Business_Development,Telcom ISP,Sales/Business Development Manager
Sales,"1,50,000-2,25,000",1-5,field_sales field_marketing,Sales,MUMBAI,Sales Retail Business_Development,Printing Packaging,Sales Executive/Officer
Senior CISCO UCCE Engineer,Not Disclosed by Recruiter,2-5,support sql solution_architecture cisco technical_documentation deployment architecture ivr verbal_communication query,Programming_&_Design,PUNE NOIDA HYDERABAD,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Cogn zant Hiring Client Service No Search Engine Hyderabad,"2,00,000-3,50,000",0-3,bpo customer_service international_bpo csr inbound tse ites customer_care client_servicing call_center accounting analytical_skills customer_support voice_process service_desk cse international_voice_process outbound it_helpdesk icse,Voice,NIZAMABAD HYDERABAD GULBARGA,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(Technical)
Urgent Opening For Enterprise System,Not Disclosed by Recruiter,7-11,server storage enterprise data_center,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Project Lead
CCE Sr CCE reqd for Outbound Web Selling Process,Not Disclosed by Recruiter,0-3,outbound english process outbound_process web_technologies international_bpo customer_care_executive international_sales time packaging,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Registrars ICU at Sterling Hospitals Ahmedabad,Not Disclosed by Recruiter,0-5,anaesthesiology emergency_medicine critical_care internal_medicine icu anesthesia,Medical_Professional,AHMEDABAD,Medical Healthcare R&D Pharmaceuticals Biotechnology,Medical Healthcare Hospitals,Anaesthetist
Webapp Developer Y pune persistent,Not Disclosed by Recruiter,3-7,javascript bootstrap html rest web_services web_application_development git front_end web_technologies ux,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
Accountant,"1,75,000-2,25,000",1-3,bcom salary b accounting,Accounts,MUMBAI,Accounts Finance Tax Company_Secretary Audit,FMCG Foods Beverage,Accounts Executive/Accountant
Dot net azure,Not Disclosed by Recruiter,5-10,information_technology healthcare financial_services business_transformation it_outsourcing digital_strategy .net banking,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
Senior Software Engineer,Not Disclosed by Recruiter,4-6,javascript perl python agile business_analysis data_management solution_design service_delivery client_acquisition business_leadership,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
We have openings with one of US based client in Bangalore,Not Disclosed by Recruiter,3-6,gas inspection_engineering engineering_procurement issue_resolution data_quality new_projects root_cause_analysis planning_skills market_intelligence excel_powerpoint supplier_performance vendor_performance,N.A.,BENGALURU,Other,Oil_and_Gas Energy Power Infrastructure,Other
BPO Hiring For Email Process Fresher Grad th Pass drop out,"1,75,000-3,75,000",0-2,night_shift bpo domestic_bpo international_bpo inbound computer_operator back_office customer_service lpo call_center kpo domestic calling backend data_entry,Other,FARIDABAD NOIDA NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Fresher
Front Office Executive Female ,Not Disclosed by Recruiter,0-2,hindi,N.A.,KOLKATA GUWAHATI,Executive_Assistant Front_Office Data_Entry,Recruitment Staffing,Receptionist
Specialist Web Application Development,Not Disclosed by Recruiter,1-6,web_application_development front_end javascript development technical software programming application_software soap tools quality quality_standards web_services ui application web agile_development design agile enterprise_software,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
iOS Developers ,Not Disclosed by Recruiter,2-7,graphics cocoa_touch mobile_development developer animation doc json mobile_applications unit_testing ios,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
BUSINESS DIRECTOR,Not Disclosed by Recruiter,5-7,techno-commercial business_executive project_development management business_management business_director sbu,N.A.,BENGALURU,Top_Management,Recruitment Staffing,SBU/Profit Center Head
BPO Hiring For OLA International Process Blended Days Cabs,"50,000-3,00,000",0-5,bpo domestic_bpo international_bpo chat_process aegis chat_support domestic voice_process email_support backend non_voice,Back_Office Web Transaction_Processing,GURGAON NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
Dispatch Senior Executive,"3,00,000-6,00,000",8-12,dispatch logistics stores warehouse inventory stock inventory_management warehouse_management,Logistics,BENGALURU,Supply_Chain Logistics Purchase Materials,Medical Healthcare Hospitals,Logistics Manager
SW Engg Streaming Data Infrastructure for an OTT Organization Mum,Not Disclosed by Recruiter,1-5,ecommerce music media startup product_manager open_source github bits bits_pilani rec search information_retrieval hive aws cassandra mongodb,Programming_&_Design,MUMBAI,IT_Software,Media Entertainment Internet,Software Developer
Walkin For Project Implementation Engineer Linux Solaris Delhi,"2,25,000-4,00,000",2-4,samba lvm kvm linux solaris apache_tomcat lamp svm raid oracle virtualization,IT_Hardware,NCR DELHI,IT_Hardware Technical_Support Telecom_Engineering,IT-Hardware_&_Networking,System Administrator
Medical Officer,Not Disclosed by Recruiter,5-7,emergency medical,Medical_Professional,MUMBAI,Medical Healthcare R&D Pharmaceuticals Biotechnology,Medical Healthcare Hospitals,Medical Officer
SPA RECEPTIONIST,Not Disclosed by Recruiter,2-5,spa_receptionist,N.A.,MUMBAI,Executive_Assistant Front_Office Data_Entry,IT-Software Software_Services,Receptionist
Sr Manager AGM Supply Chain Management For Textile Company,Not Disclosed by Recruiter,12-20,supply_chain_management,Senior_Management,MUMBAI,Purchase Logistics Supply_Chain,Textiles Garments Accessories,Head/VP/GM-SCM/Logistics
Senior Database Admin,Not Disclosed by Recruiter,5-6,mysql_database_management,N.A.,BENGALURU,IT_Software,Recruitment Staffing,DBA
Urgent Wanted gynecologist corporate Sector south Indai,Not Disclosed by Recruiter,0-2,consultant resident critical_care hospital medicine icu,Medical_Professional,HYDERABAD,Medical Healthcare R&D Pharmaceuticals Biotechnology,Recruitment Staffing,Gynaeocologist
Biomedical Service Engineer for Bangalore MALE Only,"2,50,000-2,75,000",2-3,maintenance installation commissioning service_engineering,N.A.,BENGALURU,Production Manufacturing Maintenance,Medical Healthcare Hospitals,Service/Maintenance Engineer
Jr Product Owner,Not Disclosed by Recruiter,1-6,product_engineering analytical agile market_research digital_strategy product_design professional_services business_case predictive_analytics technical_documentation,Programming_&_Design,AHMEDABAD,IT_Software,IT-Software Software_Services,Product Manager
Data Entry Operator Days Working customer Care delhi ncr,"1,75,000-4,50,000",0-1,domestic_bpo customer_service international_bpo call_center_operations computer_operator back_office call_center customer_care_executive customer_support inbound_process calling customer_care data_entry_operator data_entry,Voice,FARIDABAD NOIDA NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Telecalling/Telemarketing Executive
Corporate Sales Associate Aasaanjobs Pvt Ltd An OLX Group Company ,"2,50,000-4,50,000",0-3,b2b sales relationship_management lead_generation inside_sales b2b_sales direct_institutional_sales corporate_sales,Sales,BENGALURU,Sales Retail Business_Development,Recruitment Staffing,Sales Executive/Officer
Operator Customer Experience,"2,00,000-3,25,000",1-3,interpersonal_communication communication_skills customer_service customer_experience social_media conflict_resolution mediation,Voice,GURGAON,ITES BPO KPO LPO Customer_Service Operations,Media Entertainment Internet,Associate/Senior Associate -(NonTechnical)
Core Java Angular Developer For Gurgaon Noida Location,"6,00,000-8,00,000",2-5,core_java,Programming_&_Design,GURGAON NOIDA,IT_Software,IT-Software Software_Services,Software Developer
Lecturer Ophthalmic freelancer ,Not Disclosed by Recruiter,1-2,lecturer_activities professor_activities,Other,NCR DELHI,Teaching Education Training Counselling,Education Teaching Training,Other
Assistant Manager Project Managment,Not Disclosed by Recruiter,2-5,consulting project_management,Project_Management,MUMBAI,Site_Engineering Project_Management,KPO Research Analytics,Project Manager-Production/Manufacturing/Maintenance
Business Development Executive manager,"3,00,000-6,00,000",1-4,digital_marketing business_development_executive business_development_manager seo sales search_engine_optimization it_sales,Sales,NOIDA NCR DELHI,Sales Retail Business_Development,IT-Software Software_Services,Sales/Business Development Manager
Visual Graphic Designer,Not Disclosed by Recruiter,2-7,photoshop dreamweaver illustrator xhtml website dhtml adobe_illustrator xml flex css3,Creative,GURGAON,Design Creative User_Experience,IT-Software Software_Services,Graphic Designer
business development executive,Not Disclosed by Recruiter,0-2,english linkedin proposal_writing bidding writing_skills technical presales business_development_executive revenue_generation who,Sales,AHMEDABAD,Sales Retail Business_Development,IT-Software Software_Services,Sales Executive/Officer
Project Manager,Not Disclosed by Recruiter,4-9,it_services email travel_desk conflict_management project_management cost_estimation project_planning sow risk_management recruitment,Sales,AHMEDABAD,Sales Retail Business_Development,IT-Software Software_Services,Regional Manager
HR Executive ONLY MALE Mumbai Central Line Immediate Joiner,"2,00,000-3,00,000",1-3,bpo_hiring bpo recruitment_executive hiring recruitment hr,HR Recruitment IR,MUMBAI,HR Recruitment Administration IR,BPO Call_Centre ITeS,HR Executive
Home base Work part time Work from Home freelancer ISO Certified,"3,00,000-5,50,000",0-3,bba freelancing bca btech software it mba part_time teachers it_software data_entry ba,Ticketing Travel Documentation,MUMBAI CHENNAI CHANDIGARH HYDERABAD TRIVANDRUM PUNE COIMBATORE NELLORE BENGALURU,Travel Tours Ticketing Airlines,Travel Hotels Restaurants Airlines Railways,Tour Mngmt Executive
Nms ems Architect,Not Disclosed by Recruiter,10-12,nms ems,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Technical Architect
Microsoft Windows Presentation Foundation wpf ,Not Disclosed by Recruiter,1-5,wcf wpf sdlc json unit_testing front_end business_process outsourcing mvvm operations,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Software Developer
Software Principal Engineer Database Management,Not Disclosed by Recruiter,10-12,c# css c++ linq c asp.net html sql_server web_development web_services,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Java Developer Delhi,"4,00,000-8,50,000",3-5,java hibernate ibatis solr javascript j2ee orm spring lucene web_services,Programming_&_Design,NCR DELHI,IT_Software,IT-Software Software_Services,Software Developer
Company Secretary Govandi Near Chembur Mumbai,"2,50,000-3,00,000",0-3,company_secretary secretarial_activities membership_id internership law interetation_skills communication_skills,Senior_Management,MUMBAI,Accounts Finance Tax Company_Secretary Audit,Construction Engineering Cement Metals,Company Secretary
Lead Engineer Mechanical Design,Not Disclosed by Recruiter,10-12,fabrication prototype ciena networking sheet_metal cad mechanical thermal material_selection mechanical_design,Engineering_Design,GURGAON,Engineering_Design R&D,Telcom ISP,Senior Design Engineer
Hiring for Web Designer,"3,00,000-8,00,000",2-5,web_developer web_designer senior_web_designer graphic_designer website_design visual_design html bootstrap javascript jquery agile_development scrum php css,Programming_&_Design,AHMEDABAD,IT_Software,IT-Software Software_Services,Software Developer
Python Developer,Not Disclosed by Recruiter,2-6,postgresql python_developer node.js json rest git javascript html5 aws python,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
EHS Am manager,"7,00,000-15,00,000",8-13,ehs safety she ohsas,Safety Health Environment,NAVI RAIGAD PUNE MUMBAI,Production Manufacturing Maintenance,Pharma Biotech Clinical_Research,Safety Officer/Manager
Hiring For Executive Assistant To CEO,"50,000-3,00,000",0-3,excel fixing_appointments executive_assistant ms_office_suite personal_assistant problem_solving,Other,PUNE,Purchase Logistics Supply_Chain,Courier Transportation Freight Warehousing,Fresher
Regional Marketing Manager in FMCG Industry ahmedabad,"7,00,000-10,00,000",5-10,marketing_management team_leading marketing_manager brand_management product_management new_product_development packaging,Marketing,AHMEDABAD,Marketing Advertising MR PR Media_Planning,FMCG Foods Beverage,Regional Marketing Manager
Head Warehouse Solutions Logistics Business,Not Disclosed by Recruiter,10-15,operations_head warehousing operations supply_chain warehouse_operations logistics,Senior_Management,MUMBAI,Purchase Logistics Supply_Chain,Courier Transportation Freight Warehousing,Head/VP/GM-SCM/Logistics
Premier Acquisition Manager,"2,00,000-4,00,000",2-5,corporate_salary presentation_skills cross_selling client_acquisition banking b2b_sales corporate_sales,Retail Personal_Banking,MUMBAI,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Client Servicing/Key Account Manager
Mobulous is Hiring for Android Developer,Not Disclosed by Recruiter,1-3,android_sdk android_development java,Programming_&_Design,NOIDA,IT_Software,IT-Software Software_Services,Software Developer
IT Security Operations Engineer,Not Disclosed by Recruiter,2-5,computer_science administration interpersonal_skills usage it_security analytical cloud security_operations monitoring testing,N.A.,HYDERABAD,IT_Software,IT-Software Software_Services,System Security
Sr Linux Administrator,Not Disclosed by Recruiter,3-7,automation firewall monitoring information_security troubleshooting control_system php linux exim git,Programming_&_Design,GURGAON,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Immediate Opening For Android Developer,Not Disclosed by Recruiter,1-4,phonegap cordova,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Software Developer
Hiring For International Voice Process technical Support ,"2,50,000-4,00,000",1-6,bpo customer_service calling uk_shift healthcare technical_helpdesk technical_support voice_process service_desk ar_calling international_voice_process us_shift communication_skills,Voice,HYDERABAD,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(Technical)
Sales Trainer Insurance,"3,00,000-7,00,000",2-7,soft_skill_trainer induction insurance_training insurance process_trainer orientation sales_training,Mutual_Funds Fund_Management Asset_Management,BENGALURU,Financial_Services Banking Investments Insurance,Insurance,Sales/Business Development Manager
Urgent Opening For Asp net Developer Mumbai ,Not Disclosed by Recruiter,5-7,c# software_development javascript asp.net sql,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Software Developer
Mega drive in a BPO for US shift for Inbound Sales Process,Not Disclosed by Recruiter,0-5,voice_process_bpo_outbound_night_shift_service_english_sales_process_windows_support_comp_business_executive,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Genpact Mega Walk in Drive For Record To Report On th July,Not Disclosed by Recruiter,0-1,fixed_assets gl general_accounting corporate_reporting general_ledger reconciliation intercompany_accounting mcom rtr executive r2r specialist general_ledger_reconciliations month_end_reporting record_to_report ga mba_fresher,Accounts,NCR DELHI,Accounts Finance Tax Company_Secretary Audit,BPO Call_Centre ITES,Accounts Executive/Accountant
BPO Call Center Job Mohali Chandigarh Call NOW,"1,50,000-2,50,000",0-1,call_center_executive bpo_executive international_call_center customer_care_executive,Other,CHANDIGARH AMBALA DELHI PANCHKULA RANCHI NCR NOIDA MOHALI GURGAON SHIMLA,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Fresher
Immediate Hiring For Electrical PDMS Modeller pune,"1,00,000-6,00,000",5-10,design,N.A.,PUNE,Other,Oil_and_Gas Energy Power Infrastructure,Other
Assistant Manager,Not Disclosed by Recruiter,5-10,hospitality customer_satisfaction guest_service hotel_management market_research research management business_executive sales_promotion,Food_&_Beverage,DELHI,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Captain
